PlayerID,Name,Age,Position,PreferredPosition,GoalsScored,Assists,MinutesPlayed,Tackles,Interceptions,PassAccuracy,DribblesCompleted,ShotsOnTarget,Height,Weight,OverallRating,PotentialRating,PhysicalStrength,Speed,TechnicalAbility
1184,Player_1184,18,Midfielder,Goalkeeper,16,18,1574,30,23,74.21,25,20,1.68,99,80,86,69.29,53.74,70.85
1185,Player_1185,38,Forward,Goalkeeper,3,8,1549,73,44,89.15,30,20,1.79,86,62,86,54.57,93.39,75.69
1186,Player_1186,24,Defender,Winger,0,18,2444,70,18,80.21,45,58,1.9,94,99,62,77.36,60.67,56.62
1187,Player_1187,32,Goalkeeper,Fullback,19,8,644,21,49,83.39,13,51,2.06,78,83,67,96.34,51.65,96.95
1188,Player_1188,26,Goalkeeper,Central Midfield,16,11,2861,73,26,90.39,26,35,1.83,53,74,94,63.7,96.67,62.25
1189,Player_1189,25,Goalkeeper,Striker,28,13,2050,1,42,74.12,19,69,1.69,61,70,97,63.22,75.27,80.32
1190,Player_1190,22,Goalkeeper,Striker,15,13,1926,18,40,89.41,7,8,2.03,99,70,80,88.72,96.6,78.31
1191,Player_1191,25,Midfielder,Winger,15,2,814,10,1,79.8,0,47,2.1,99,62,73,86.71,52.47,61.14
1192,Player_1192,23,Midfielder,Striker,4,2,2247,65,47,67.47,32,24,1.94,67,91,62,98.95,72.68,69.77
1193,Player_1193,31,Midfielder,Center Back,15,0,917,19,19,92.19,40,42,1.96,84,50,69,89.77,88.08,86.86
1194,Player_1194,36,Midfielder,Central Midfield,3,10,1951,41,25,64.07,17,49,2.01,83,53,97,63.71,81.86,64.15
1195,Player_1195,35,Defender,Central Midfield,20,19,1358,62,8,87.86,5,26,1.72,81,81,96,77.73,57.43,81.84
1196,Player_1196,19,Defender,Central Midfield,15,3,1891,22,30,64.13,36,69,1.91,80,97,95,52.29,83.14,64.04
1197,Player_1197,27,Midfielder,Fullback,15,0,2651,9,3,77.1,25,70,1.85,85,87,67,76.38,67.66,60.32
1198,Player_1198,22,Defender,Winger,1,1,2779,32,16,76.98,0,13,1.94,64,87,93,74.5,93.03,68.96
1199,Player_1199,37,Midfielder,Fullback,21,17,1658,69,7,72.57,10,6,1.91,99,98,91,66.95,81.63,61.7
1200,Player_1200,18,Forward,Central Midfield,12,18,1866,30,23,75.83,44,57,1.98,68,91,72,79.57,87.97,55.45
1201,Player_1201,20,Midfielder,Central Midfield,15,6,1659,42,29,92.91,7,70,2,89,78,90,68.93,88.76,60.89
1202,Player_1202,18,Goalkeeper,Central Midfield,3,6,2870,41,30,65.72,40,8,2.02,72,80,64,96.16,58.44,61.59
1203,Player_1203,38,Midfielder,Striker,20,4,2505,20,35,86.37,3,16,1.99,100,69,73,64.29,64.68,91.55
1204,Player_1204,34,Goalkeeper,Goalkeeper,8,6,1308,83,50,64.4,29,5,2,65,85,76,72.31,57.3,78.27
1205,Player_1205,24,Defender,Central Midfield,9,18,1631,5,28,87.58,46,2,2.08,90,55,79,82.34,89.5,92.17
1206,Player_1206,26,Goalkeeper,Winger,7,20,1741,33,37,87.07,43,67,1.91,72,87,70,60.11,59.62,83.22
1207,Player_1207,31,Midfielder,Goalkeeper,15,0,1568,89,40,65.39,24,5,1.65,63,89,86,82.01,50.45,69.64
1208,Player_1208,37,Forward,Striker,7,19,1853,95,6,89.75,24,16,1.78,91,87,93,63.03,82.81,75.13
1209,Player_1209,30,Midfielder,Winger,3,6,2616,50,5,65.73,24,50,1.68,65,58,68,80.97,84.25,65.07
1210,Player_1210,31,Midfielder,Striker,30,10,516,24,17,65.75,37,18,1.94,53,51,82,67.15,72.32,53.01
1211,Player_1211,28,Defender,Striker,13,1,1528,79,41,82.65,44,18,1.62,63,83,87,60.77,79.39,97.53
1212,Player_1212,27,Forward,Striker,16,8,1457,67,40,63.34,17,17,1.79,85,92,83,58.26,77.18,59.96
1213,Player_1213,21,Defender,Striker,29,7,2308,12,2,71.41,11,56,1.65,92,60,97,88.29,58.67,62.61
1214,Player_1214,28,Goalkeeper,Winger,8,18,2283,57,30,69.68,50,42,1.97,92,73,87,84.05,56.03,75.29
1215,Player_1215,20,Defender,Fullback,16,11,622,95,17,88.47,21,45,1.77,77,86,75,83.48,63.55,65.28
1216,Player_1216,32,Goalkeeper,Striker,23,16,2058,45,1,67.59,41,40,1.61,75,67,81,76.36,65.21,95.29
1217,Player_1217,33,Forward,Striker,4,14,1319,69,33,79.68,40,37,2.07,74,76,86,85.26,77.6,97.1
1218,Player_1218,18,Goalkeeper,Goalkeeper,17,4,2636,66,14,74.99,43,15,1.64,73,63,60,77.41,84.14,59.82
1219,Player_1219,34,Midfielder,Central Midfield,2,19,1138,0,49,94.12,46,22,1.96,85,60,61,59.35,94.68,70.17
1220,Player_1220,36,Defender,Striker,21,15,1016,54,18,74.5,37,7,1.64,58,52,93,82.93,75.53,52.53
1221,Player_1221,33,Forward,Winger,19,19,2500,79,25,91.58,20,42,2.03,57,63,96,57.9,63.35,82.81
1222,Player_1222,34,Defender,Center Back,9,2,2370,69,23,91.56,29,54,1.79,53,50,75,82.97,50.25,77.46
1223,Player_1223,25,Goalkeeper,Goalkeeper,12,9,891,49,44,87.32,37,4,1.82,95,67,88,77.08,53.71,82.46
1224,Player_1224,30,Forward,Striker,1,11,2232,24,4,92.5,44,41,1.9,98,88,73,69.71,86.57,53.04
1225,Player_1225,28,Defender,Winger,7,5,1189,90,19,78.1,30,60,1.76,99,86,67,97.54,77.44,85.95
1226,Player_1226,36,Goalkeeper,Striker,15,1,2867,53,19,85.01,8,50,1.88,71,67,78,69.78,54.93,68.2
1227,Player_1227,23,Midfielder,Fullback,21,13,2469,16,3,62.24,11,52,2.05,96,95,66,88.34,56.33,74.68
1228,Player_1228,30,Goalkeeper,Goalkeeper,24,5,1889,29,9,69.52,9,11,1.82,94,50,95,66.04,85.94,73.45
1229,Player_1229,30,Forward,Winger,12,15,1006,21,3,87.94,11,5,1.71,75,95,67,90.53,50.36,97.58
1230,Player_1230,33,Goalkeeper,Central Midfield,18,11,507,9,37,90.52,25,68,1.79,99,51,77,50.44,80.23,53.68
1231,Player_1231,20,Forward,Winger,14,14,2691,30,5,84.41,20,20,2.09,89,84,90,52.26,60.25,64.43
1232,Player_1232,33,Midfielder,Winger,27,8,2303,79,9,83.79,18,14,1.77,91,67,72,95.71,86.34,50.88
1233,Player_1233,20,Midfielder,Striker,11,6,1297,30,28,63.44,14,32,1.94,68,52,92,88.06,62.65,95.46
1234,Player_1234,30,Midfielder,Fullback,12,13,2297,47,48,78.04,29,14,1.89,97,96,87,93.34,78.32,84.04
1235,Player_1235,39,Forward,Central Midfield,16,14,1426,21,41,76.63,2,4,1.77,67,57,82,65.08,69.55,88.4
1236,Player_1236,38,Forward,Central Midfield,4,1,2094,25,46,71.27,41,42,1.76,70,87,96,54.91,86.67,66.32
1237,Player_1237,29,Goalkeeper,Goalkeeper,24,10,944,62,15,92.26,24,35,1.99,55,79,72,58.25,80.29,72.05
1238,Player_1238,26,Goalkeeper,Center Back,29,0,580,38,24,78.41,2,16,2,64,79,69,81.36,85.04,73.69
1239,Player_1239,26,Midfielder,Fullback,22,4,1763,56,47,94.88,11,5,1.86,82,57,89,50.69,57.94,83.4
1240,Player_1240,39,Midfielder,Fullback,21,5,1856,33,24,79.88,28,17,2,84,73,66,54.76,96.93,80.23
1241,Player_1241,35,Goalkeeper,Fullback,5,12,990,88,19,62.08,13,32,1.72,70,76,98,78.54,74.87,85.71
1242,Player_1242,34,Defender,Central Midfield,28,11,2946,40,19,92.21,25,20,2.1,68,61,81,69.99,57.93,54.54
1243,Player_1243,20,Midfielder,Central Midfield,5,20,2207,100,10,64.41,37,59,1.7,97,62,69,56.34,83.66,69.83
1244,Player_1244,39,Midfielder,Center Back,16,5,1137,25,12,82.19,17,36,1.79,80,97,89,87,60.81,69.66
1245,Player_1245,39,Defender,Winger,24,12,857,32,26,84.82,10,35,1.72,83,66,95,83.13,56.69,71.72
1246,Player_1246,29,Forward,Center Back,11,3,2119,32,33,71.59,9,0,2.02,71,95,75,92.02,59.16,74.82
1247,Player_1247,28,Forward,Central Midfield,12,7,1448,79,41,78.47,12,59,1.65,74,54,67,86.24,59.87,91.81
1248,Player_1248,24,Goalkeeper,Central Midfield,2,0,2032,7,48,67.96,46,13,2.04,93,99,81,89.1,63.59,51.66
1249,Player_1249,37,Defender,Central Midfield,21,15,1192,58,41,91.77,46,22,1.61,66,79,73,86.68,95.46,51.35
1250,Player_1250,19,Defender,Goalkeeper,17,1,2278,2,14,68.4,22,70,1.99,84,70,68,51.68,67.53,90.77
1251,Player_1251,37,Midfielder,Winger,13,2,2658,38,38,61.08,18,8,1.66,57,64,68,76.86,98.05,92.72
1252,Player_1252,39,Midfielder,Central Midfield,29,17,1578,79,45,66.41,9,60,1.9,83,81,62,69.23,62.38,57.26
1253,Player_1253,23,Midfielder,Fullback,10,12,1697,39,42,84.64,27,26,1.6,81,62,88,95.03,74.88,54.05
1254,Player_1254,20,Forward,Goalkeeper,3,16,2205,59,0,75.56,31,61,1.73,80,86,66,74.91,89.29,98.42
1255,Player_1255,24,Goalkeeper,Goalkeeper,19,12,2414,41,33,94.91,2,46,2.05,93,54,95,50.15,70.6,80.86
1256,Player_1256,25,Forward,Winger,2,12,1278,100,38,64.22,8,63,2.08,75,74,61,90.82,83.73,93.41
1257,Player_1257,23,Defender,Central Midfield,11,4,543,98,19,68.31,40,25,1.76,59,97,94,85.38,55.03,92.11
1258,Player_1258,39,Goalkeeper,Fullback,10,15,1764,76,45,60.23,9,3,2.03,57,96,83,58.89,78.85,71
1259,Player_1259,18,Forward,Winger,0,16,2687,45,33,69.66,29,26,1.6,84,52,76,75.93,52.86,72.43
1260,Player_1260,36,Defender,Center Back,21,7,1672,0,10,79.86,35,47,2.05,64,53,80,69,95.06,64.23
1261,Player_1261,33,Forward,Fullback,14,0,2991,94,9,69.58,46,10,1.72,58,80,80,88.14,53.73,61.45
1262,Player_1262,38,Forward,Winger,29,13,1134,45,32,81.19,34,43,1.95,77,62,98,80.64,87.63,80.05
1263,Player_1263,38,Forward,Fullback,13,20,2027,93,46,75.36,34,46,1.93,62,66,85,96.45,89.23,95.58
1264,Player_1264,23,Goalkeeper,Winger,14,3,769,7,32,61.65,24,29,1.66,77,91,76,64.21,71.2,90.53
1265,Player_1265,32,Goalkeeper,Fullback,12,20,1106,17,3,69.29,25,37,2.1,59,91,90,71.14,59.88,63.6
1266,Player_1266,32,Forward,Center Back,6,17,1130,62,6,80.96,31,29,1.85,63,56,78,88.7,74.84,51.14
1267,Player_1267,36,Forward,Goalkeeper,4,5,1500,95,30,61.4,50,62,1.88,74,88,95,91.8,84.12,72.26
1268,Player_1268,30,Forward,Striker,25,16,901,66,39,93.75,33,25,1.94,52,68,92,85.12,92.86,65.55
1269,Player_1269,19,Goalkeeper,Winger,28,13,2704,87,32,78.56,36,55,2.03,50,90,80,54.09,54.37,75.38
1270,Player_1270,36,Midfielder,Center Back,11,20,1746,48,16,87.5,37,2,1.95,70,63,75,61.02,83.27,96.77
1271,Player_1271,32,Midfielder,Winger,30,16,2488,90,9,84.42,8,35,2.05,85,72,76,64.96,63.47,83.22
1272,Player_1272,30,Midfielder,Goalkeeper,16,16,773,47,20,66.49,21,33,1.83,60,73,79,77.9,51.78,52.12
1273,Player_1273,24,Forward,Goalkeeper,17,2,778,80,23,62.35,3,64,2.06,56,88,67,69.81,58.97,67.41
1274,Player_1274,18,Defender,Center Back,13,19,766,8,13,64.94,34,64,1.65,89,95,79,54.15,68.84,73.83
1275,Player_1275,33,Defender,Central Midfield,5,3,1741,76,35,92.87,11,12,1.69,88,53,63,95.31,52.82,55.79
1276,Player_1276,36,Goalkeeper,Goalkeeper,15,8,1029,68,1,78.39,33,21,1.93,95,99,89,67.11,52.24,83.27
1277,Player_1277,24,Goalkeeper,Winger,27,8,1306,85,26,89.56,27,4,2.06,76,70,69,77.54,72.27,85.61
1278,Player_1278,40,Goalkeeper,Goalkeeper,0,10,1236,36,11,82.01,27,10,1.94,77,85,66,56.42,56.25,59.32
1279,Player_1279,40,Goalkeeper,Striker,27,16,2232,17,42,85.25,23,40,1.96,100,87,75,94.04,92.09,60.13
1280,Player_1280,31,Defender,Central Midfield,21,9,2526,97,27,65.6,40,27,1.91,100,51,67,70.62,63.35,87.4
1281,Player_1281,22,Forward,Striker,8,2,2604,79,12,83.65,14,26,1.84,90,50,89,82.64,54.5,52.57
1282,Player_1282,19,Goalkeeper,Center Back,4,16,1127,66,32,68.08,50,16,2.07,76,58,79,96.13,97.37,93.68
1283,Player_1283,24,Midfielder,Striker,20,6,1435,56,28,92.29,23,22,1.94,83,60,83,98.77,52.81,80.08
1284,Player_1284,37,Defender,Striker,18,19,1069,37,9,63.6,1,10,1.89,56,52,66,55.04,71.88,72.26
1285,Player_1285,29,Forward,Goalkeeper,13,10,2678,28,48,77.73,3,42,1.78,68,59,82,65.74,88.31,95.76
1286,Player_1286,27,Defender,Goalkeeper,23,5,1591,35,24,69.06,31,12,2.09,100,62,77,68.78,69.28,80.24
1287,Player_1287,31,Defender,Central Midfield,30,8,1248,35,46,92.14,22,14,1.71,95,72,69,53.24,92.25,98.53
1288,Player_1288,40,Forward,Winger,7,0,2608,61,7,77.5,25,44,1.84,93,95,67,98.91,51.07,96.08
1289,Player_1289,23,Midfielder,Striker,12,7,2648,56,47,77.38,32,28,1.89,80,87,99,79.07,97.64,56.41
1290,Player_1290,34,Defender,Fullback,16,5,1316,47,39,69.15,3,59,2,93,95,86,97.03,62.3,60.04
1291,Player_1291,30,Forward,Central Midfield,14,13,2217,53,30,78.16,38,7,1.72,76,85,71,83.16,53.78,89.31
1292,Player_1292,31,Forward,Central Midfield,12,3,958,96,36,61.46,36,61,1.74,91,53,60,63.81,60.18,65.32
1293,Player_1293,19,Defender,Center Back,9,6,888,82,41,77.53,20,34,2.01,94,50,67,78.73,51.68,50.77
1294,Player_1294,22,Forward,Central Midfield,23,2,2088,44,35,62.58,0,54,1.65,96,80,63,66.07,74.45,84.77
1295,Player_1295,32,Midfielder,Central Midfield,30,2,1497,61,31,87.47,41,34,1.99,56,53,83,60.9,88.84,97.91
1296,Player_1296,36,Forward,Central Midfield,20,13,1028,97,21,82.59,10,19,1.81,85,92,87,67.24,57.31,88.7
1297,Player_1297,24,Goalkeeper,Striker,30,6,1589,28,7,80.52,28,34,2.1,89,90,88,73.85,75.14,61.93
1298,Player_1298,36,Goalkeeper,Striker,1,20,1477,36,20,83.78,33,69,1.67,86,95,90,97.61,79.39,66.41
1299,Player_1299,28,Defender,Striker,6,1,1183,23,9,88.19,2,1,1.91,61,82,66,96.63,56.46,54.7
1300,Player_1300,33,Defender,Central Midfield,11,3,1032,75,18,93.57,24,16,1.68,81,85,99,58.75,52.96,86.03
1301,Player_1301,34,Forward,Central Midfield,24,2,1132,17,48,77.37,35,58,1.93,59,56,77,61.01,64.33,63.33
1302,Player_1302,28,Defender,Center Back,2,8,2650,93,42,83.48,47,26,1.63,67,85,66,53.67,61.3,61.26
1303,Player_1303,19,Goalkeeper,Fullback,25,10,2840,34,42,87.64,41,45,1.76,53,55,78,53.17,65.78,90.1
1304,Player_1304,21,Forward,Goalkeeper,28,15,1852,46,12,83.36,8,16,1.95,74,79,73,91.12,70.67,79.92
1305,Player_1305,25,Defender,Winger,23,13,2451,56,15,84.78,1,17,1.98,69,88,85,79.43,50.12,71.73
1306,Player_1306,32,Goalkeeper,Central Midfield,2,17,1195,31,42,69.13,40,7,1.88,71,94,63,53.19,74.97,54.62
1307,Player_1307,35,Goalkeeper,Goalkeeper,25,20,1649,58,18,91.19,38,20,1.75,56,98,81,96.97,98.77,89.16
1308,Player_1308,29,Midfielder,Central Midfield,3,18,2005,95,2,83.12,11,13,1.63,59,51,90,57.02,56.66,88.67
1309,Player_1309,34,Forward,Central Midfield,16,4,736,97,2,79.34,49,24,1.64,56,56,91,54.46,95.42,58.75
1310,Player_1310,40,Forward,Winger,13,6,2840,63,32,69.83,27,63,1.63,96,60,62,94.21,79.44,60.12
1311,Player_1311,24,Midfielder,Central Midfield,10,4,1609,39,7,84.58,44,33,2.06,51,78,73,55.22,95.61,66.13
1312,Player_1312,18,Forward,Striker,2,3,2834,75,46,85.04,48,0,1.83,95,68,94,78.14,92.57,93.02
1313,Player_1313,29,Defender,Central Midfield,27,1,933,66,8,64.54,25,64,1.68,63,56,85,54.3,55.89,92.11
1314,Player_1314,30,Defender,Striker,16,1,2624,17,12,68.64,13,39,1.66,59,57,79,95.96,74.19,66.35
1315,Player_1315,37,Midfielder,Winger,9,4,1126,89,22,64.76,4,25,2.09,53,51,83,71.67,89.91,94.51
1316,Player_1316,28,Defender,Goalkeeper,3,13,1033,56,31,63.52,45,63,1.72,93,93,63,70.17,74.69,82.71
1317,Player_1317,25,Forward,Central Midfield,10,12,1013,66,1,72.9,25,37,1.97,69,66,75,78.38,90.4,97.03
1318,Player_1318,21,Forward,Center Back,30,1,862,31,44,60.39,17,20,1.87,55,82,65,80.07,60.64,79.86
1319,Player_1319,19,Forward,Center Back,1,19,2862,14,42,80.54,12,57,1.71,97,57,92,71.7,72.89,79.62
1320,Player_1320,20,Defender,Center Back,21,4,1103,5,7,76.44,32,42,1.64,59,87,93,91.56,92.43,67.06
1321,Player_1321,28,Midfielder,Central Midfield,3,18,1124,76,49,88.9,3,45,1.91,87,69,90,67.27,97.37,63.5
1322,Player_1322,27,Goalkeeper,Central Midfield,15,7,2241,62,38,76.93,44,23,1.9,88,58,74,66.2,60.23,94.66
1323,Player_1323,22,Goalkeeper,Central Midfield,1,3,2661,80,28,86.1,44,25,1.86,66,82,94,60.37,60.39,92.18
1324,Player_1324,40,Defender,Center Back,15,4,2139,36,26,63.43,23,65,1.73,83,81,97,91.46,75.26,91.97
1325,Player_1325,31,Defender,Goalkeeper,7,2,2350,41,33,71.09,6,22,2.06,54,92,72,84.19,80.7,72.25
1326,Player_1326,38,Forward,Center Back,9,14,2669,81,2,76.06,3,14,1.97,73,68,66,61.95,93.77,84.98
1327,Player_1327,29,Midfielder,Central Midfield,26,0,1762,26,10,88.82,18,17,1.94,75,72,75,56.32,91.19,59.24
1328,Player_1328,19,Goalkeeper,Goalkeeper,6,18,2916,58,49,87.59,37,0,1.98,100,81,82,96.58,58.85,80.65
1329,Player_1329,21,Forward,Winger,28,16,936,58,26,89.03,45,36,1.61,57,84,70,83.95,92.27,83.78
1330,Player_1330,19,Midfielder,Center Back,17,9,930,16,26,67.85,8,61,1.85,53,80,70,78.12,55.81,61.23
1331,Player_1331,18,Forward,Goalkeeper,4,6,2625,22,7,81.6,6,70,1.8,78,51,72,57.13,81.26,86.21
1332,Player_1332,37,Goalkeeper,Goalkeeper,4,15,1170,44,47,66.66,35,60,1.95,84,80,99,86.54,52.89,96.82
1333,Player_1333,19,Forward,Fullback,3,16,909,100,4,63.79,27,41,1.67,95,78,81,78.01,88.98,93.19
1334,Player_1334,30,Goalkeeper,Goalkeeper,22,15,1830,99,41,64.8,22,9,1.91,83,69,94,64.52,62.12,68.22
1335,Player_1335,39,Forward,Striker,26,14,716,59,26,90.96,14,2,1.84,51,81,89,57.12,82.49,71.06
1336,Player_1336,33,Forward,Fullback,14,11,2525,98,19,60.45,37,41,1.85,94,57,92,59.21,86.72,77.73
1337,Player_1337,39,Forward,Center Back,13,9,2214,53,28,93.43,17,64,1.61,100,91,95,56.61,67.14,61.05
1338,Player_1338,33,Defender,Goalkeeper,23,15,714,9,41,65.44,0,8,1.85,56,95,98,93.76,88.95,61.16
1339,Player_1339,32,Midfielder,Goalkeeper,18,3,2139,99,23,72.7,47,38,1.92,59,68,81,79.01,66.14,69.2
1340,Player_1340,19,Forward,Goalkeeper,22,7,2248,33,43,60.51,27,57,1.75,67,81,73,63.41,73.15,55.38
1341,Player_1341,19,Forward,Striker,18,13,1375,37,28,80.91,38,1,1.91,70,55,81,68.88,86.12,54.52
1342,Player_1342,31,Defender,Center Back,26,11,901,53,21,74,14,69,1.63,59,54,63,75.99,92.67,54.83
1343,Player_1343,37,Midfielder,Fullback,3,13,1879,72,12,66.47,35,34,1.76,53,61,97,93.14,92.36,75.24
1344,Player_1344,38,Goalkeeper,Striker,2,4,2627,90,1,61.55,36,28,2.05,82,64,64,60.23,69.71,90.52
1345,Player_1345,31,Midfielder,Central Midfield,5,1,2758,29,43,71.62,0,2,1.64,61,80,80,52.31,70.47,67.51
1346,Player_1346,35,Defender,Center Back,24,0,1138,47,32,79.66,42,68,1.93,52,89,68,86.11,70.43,69.42
1347,Player_1347,32,Forward,Central Midfield,14,14,2725,14,29,82.36,49,31,1.96,100,94,97,83.23,93.72,62.78
1348,Player_1348,36,Goalkeeper,Goalkeeper,20,11,2321,5,3,68.16,50,45,1.85,64,94,76,70.49,97.22,85.82
1349,Player_1349,21,Goalkeeper,Central Midfield,15,13,2522,34,3,82.33,35,12,1.65,50,65,76,82.16,67.05,92.7
1350,Player_1350,28,Midfielder,Fullback,15,18,2451,56,42,81.24,31,45,1.71,65,99,77,69.49,93.92,95.51
1351,Player_1351,31,Midfielder,Center Back,0,8,1577,28,13,91.41,2,24,1.61,84,95,89,56.68,70.15,86.31
1352,Player_1352,34,Defender,Center Back,16,8,2359,5,7,82.3,18,58,1.93,60,75,71,98.7,77.03,66.93
1353,Player_1353,36,Midfielder,Central Midfield,16,5,1391,36,19,78.66,5,46,2.05,74,96,94,79.64,64.83,65.23
1354,Player_1354,38,Goalkeeper,Central Midfield,28,8,2010,14,46,75.89,20,35,1.89,59,55,65,98.38,95.18,52.29
1355,Player_1355,25,Midfielder,Central Midfield,30,20,670,98,4,64.47,19,49,1.97,99,84,89,77,84.33,69.42
1356,Player_1356,40,Midfielder,Winger,9,20,2046,65,42,94.84,7,46,1.83,81,69,61,65.34,60.01,60.36
1357,Player_1357,19,Midfielder,Goalkeeper,8,4,589,64,14,92.28,24,63,1.77,57,51,77,75.96,63.73,76.31
1358,Player_1358,24,Defender,Goalkeeper,21,14,2184,52,34,64.79,11,64,1.75,92,99,94,89.7,56.22,78.63
1359,Player_1359,25,Defender,Center Back,1,1,1856,31,41,80.59,24,21,2.01,59,79,71,81.37,91.63,74.14
1360,Player_1360,40,Goalkeeper,Fullback,26,7,2129,26,48,72.45,46,67,1.63,84,97,70,73.94,76.93,58.46
1361,Player_1361,19,Midfielder,Central Midfield,19,7,2200,3,0,75.63,47,35,1.73,80,61,86,61.6,82.77,83.69
1362,Player_1362,34,Forward,Goalkeeper,6,17,710,47,26,79.45,46,15,2.06,82,81,88,68.92,83.94,97.47
1363,Player_1363,25,Goalkeeper,Goalkeeper,20,0,2015,77,28,92.94,4,52,1.73,85,90,64,52.29,97.84,97.87
1364,Player_1364,27,Goalkeeper,Striker,18,2,1783,18,27,74.96,33,65,1.95,70,71,78,69.41,74.57,79.66
1365,Player_1365,32,Forward,Winger,7,9,2679,83,43,90.9,35,63,1.76,68,78,83,78.1,87.74,61.13
1366,Player_1366,25,Defender,Central Midfield,19,1,2021,14,13,78.79,3,1,1.69,87,63,81,60.83,80.24,76.38
1367,Player_1367,35,Forward,Striker,0,9,1809,64,41,78.95,49,9,2.08,64,80,65,97.17,98.83,80.34
1368,Player_1368,25,Defender,Fullback,1,3,2732,30,0,62.69,40,13,1.85,76,52,89,74.39,84.75,61.43
1369,Player_1369,20,Forward,Goalkeeper,15,19,1570,56,34,87.37,20,21,2.09,73,99,68,91.76,56.69,94
1370,Player_1370,35,Forward,Striker,12,19,1108,46,29,61.41,19,0,1.87,67,50,77,69.72,65.12,74.11
1371,Player_1371,26,Defender,Central Midfield,22,19,786,23,14,82.59,0,19,1.75,72,97,77,95.19,73.4,52.48
1372,Player_1372,30,Forward,Striker,6,19,1596,90,5,69.49,32,12,1.85,59,51,69,81.11,98.53,95.59
1373,Player_1373,26,Defender,Striker,11,13,2977,64,4,85.93,44,69,1.83,98,61,75,71.89,92.5,96.06
1374,Player_1374,27,Goalkeeper,Winger,1,6,1549,32,8,62.56,9,19,1.96,56,75,63,62.62,70.4,63.68
1375,Player_1375,31,Goalkeeper,Winger,16,6,1119,95,7,87.91,12,58,1.71,89,75,70,80.56,70.01,98.88
1376,Player_1376,40,Forward,Winger,14,14,1869,30,6,71.13,40,38,1.6,56,66,77,95.83,86.63,93.39
1377,Player_1377,38,Forward,Fullback,14,5,2794,75,22,90.07,48,49,1.87,74,75,76,90.5,57.56,55.91
1378,Player_1378,26,Forward,Central Midfield,18,11,2652,20,10,61.21,6,39,2.05,58,82,97,80.04,81.85,70.09
1379,Player_1379,19,Forward,Winger,21,14,2774,66,44,90.46,31,45,1.97,70,55,82,90,80.04,89.26
1380,Player_1380,36,Forward,Center Back,27,20,2867,0,4,79.71,28,56,1.81,63,74,60,66.01,96.99,79.09
1381,Player_1381,24,Forward,Fullback,16,1,1044,73,49,70.58,29,60,1.84,86,70,67,72.03,68.1,73.87
1382,Player_1382,24,Goalkeeper,Center Back,15,7,615,78,24,87.9,26,6,1.6,60,53,76,56.8,62.25,61.42
1383,Player_1383,26,Forward,Winger,0,9,2393,12,41,69.67,45,15,1.64,66,80,83,73.99,64.13,74.25
1384,Player_1384,23,Forward,Center Back,13,17,2616,18,3,82.14,0,25,1.61,79,97,71,82.01,96,83.15
1385,Player_1385,40,Forward,Center Back,18,4,752,75,1,94.78,48,70,2.06,52,71,76,72.6,80.83,52.74
1386,Player_1386,39,Defender,Central Midfield,13,5,1167,12,19,92.25,44,3,1.67,81,98,72,86.27,68.58,84.63
1387,Player_1387,19,Midfielder,Fullback,1,0,1260,52,2,87.32,4,68,1.67,54,65,82,67.54,76.48,74.38
1388,Player_1388,28,Goalkeeper,Center Back,0,7,2787,52,49,82.62,6,59,1.85,100,88,69,87.41,54.8,82.47
1389,Player_1389,24,Goalkeeper,Striker,15,18,1453,7,17,74.78,5,10,1.63,85,97,86,61.81,92.54,52.79
1390,Player_1390,33,Forward,Central Midfield,5,18,1543,93,6,82.94,14,24,1.83,83,65,62,84.4,78.18,56.14
1391,Player_1391,35,Goalkeeper,Winger,17,9,1161,97,6,63.73,39,35,1.66,92,91,93,65.93,60.96,73.94
1392,Player_1392,25,Defender,Goalkeeper,25,9,2596,6,13,77.56,47,17,1.73,76,95,88,72.82,66.2,62.98
1393,Player_1393,38,Defender,Goalkeeper,27,15,1160,3,9,90.65,1,25,1.99,83,56,93,63.7,68.5,95.23
1394,Player_1394,27,Defender,Center Back,28,13,2204,49,49,87.46,3,8,1.84,86,65,87,51.23,61.81,92.82
1395,Player_1395,40,Defender,Goalkeeper,24,9,1018,95,33,60.96,18,46,1.88,70,85,66,58.26,65.83,52.83
1396,Player_1396,33,Goalkeeper,Fullback,11,9,763,6,28,80.56,4,67,1.78,72,92,61,89.28,69.62,62.97
1397,Player_1397,32,Forward,Center Back,22,20,843,76,1,89.56,21,66,1.73,58,83,78,58.8,55.25,90.76
1398,Player_1398,21,Goalkeeper,Striker,9,5,719,66,24,74.01,21,47,1.65,57,92,98,51.1,94.64,96.25
1399,Player_1399,22,Defender,Central Midfield,26,2,1435,52,8,75.01,30,56,2,53,66,63,63.05,85.2,54.4
1400,Player_1400,30,Goalkeeper,Winger,12,3,1509,81,4,66.94,42,56,2,59,75,93,98.78,67.43,63.15
1401,Player_1401,22,Defender,Central Midfield,2,2,1500,13,16,79.5,21,69,2.05,53,94,78,53.25,84.78,54
1402,Player_1402,28,Forward,Winger,25,15,2245,16,29,75.59,25,66,1.79,93,58,99,71.04,73.55,61.87
1403,Player_1403,38,Midfielder,Central Midfield,4,1,585,17,40,67.93,18,24,1.61,52,99,70,77.09,53.73,96.49
1404,Player_1404,39,Forward,Striker,16,10,2218,85,31,69.63,36,26,1.91,71,90,61,86.78,93.01,58.48
